Q1,Q2,Q3,Q4,Q5,Q6,Q7,Target
Did not apply to me at all,Did not apply to me at all,Applied to me very much,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Stressed
Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Applied to me very much,Applied to me very much,Did not apply to me at all,Did not apply to me at all,Not Stressed
Applied to me very much,Applied to me to some degree,Applied to me very much,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Applied to me very much,Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Not Stressed
Did not apply to me at all,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Applied to me to some degree,Not Stressed
Applied to me very much,Applied to me very much,Applied to me very much,Applied to me to some degree,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Stressed
Applied to me very much,Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me very much,Applied to me very much,Did not apply to me at all,Stressed
Applied to me very much,Applied to me to some degree,Applied to me to some degree,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Stressed
Applied to me to some degree,Applied to me very much,Applied to me very much,Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Stressed
Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Not Stressed
Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Stressed
Applied to me to some degree,Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me very much,Did not apply to me at all,Stressed
Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Applied to me very much,Did not apply to me at all,Applied to me very much,Not Stressed
Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me very much,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Stressed
Applied to me to some degree,Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me very much,Did not apply to me at all,Applied to me very much,Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Stressed
Applied to me to some degree,Did not apply to me at all,Applied to me very much,Applied to me very much,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Not Stressed
Applied to me very much,Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Applied to me very much,Applied to me a considerable degree,Applied to me very much,Stressed
Did not apply to me at all,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Stressed
Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Not Stressed
Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Applied to me very much,Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Stressed
Did not apply to me at all,Did not apply to me at all,Applied to me very much,Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Stressed
Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Not Stressed
Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Stressed
Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me very much,Stressed
Applied to me a considerable degree,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Stressed
Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Stressed
Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Not Stressed
Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Stressed
Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Not Stressed
Did not apply to me at all,Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Stressed
Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me a considerable degree,Applied to me very much,Applied to me a considerable degree,Applied to me to some degree,Applied to me very much,Stressed
Applied to me to some degree,Applied to me to some degree,Applied to me very much,Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Applied to me to some degree,Applied to me a considerable degree,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Stressed
Did not apply to me at all,Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Stressed
Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Applied to me a considerable degree,Not Stressed
Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Applied to me a considerable degree,Applied to me very much,Stressed
Did not apply to me at all,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Not Stressed
Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Applied to me very much,Not Stressed
Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Stressed
Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Not Stressed
Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Applied to me to some degree,Not Stressed
Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Stressed
Did not apply to me at all,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Applied to me very much,Did not apply to me at all,Stressed
Did not apply to me at all,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Stressed
Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Applied to me very much,Applied to me very much,Did not apply to me at all,Applied to me very much,Stressed
Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Did not apply to me at all,Stressed
Did not apply to me at all,Applied to me to some degree,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Stressed
Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Stressed
Applied to me very much,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Stressed
Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Did not apply to me at all,Applied to me very much,Not Stressed
Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Stressed
Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Applied to me very much,Stressed
Did not apply to me at all,Applied to me very much,Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Stressed
Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Stressed
Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Applied to me very much,Stressed
Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Stressed
Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Applied to me very much,Did not apply to me at all,Did not apply to me at all,Stressed
Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Did not apply to me at all,Not Stressed
Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Applied to me to some degree,Applied to me very much,Not Stressed
Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Did not apply to me at all,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Stressed
Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Stressed
Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Stressed
Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me very much,Applied to me very much,Stressed
Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Not Stressed
Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Stressed
Did not apply to me at all,Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Stressed
Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Stressed
Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Not Stressed
Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me to some degree,Stressed
Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Stressed
Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Not Stressed
Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Stressed
Applied to me to some degree,Applied to me to some degree,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Did not apply to me at all,Not Stressed
Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Stressed
Applied to me very much,Applied to me very much,Did not apply to me at all,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Stressed
Applied to me to some degree,Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me to some degree,Not Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Stressed
Applied to me very much,Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Applied to me very much,Applied to me very much,Did not apply to me at all,Stressed
Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Applied to me to some degree,Not Stressed
Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Stressed
Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Stressed
Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Applied to me very much,Applied to me very much,Did not apply to me at all,Not Stressed
Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Applied to me to some degree,Applied to me to some degree,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Stressed
Did not apply to me at all,Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Not Stressed
Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Stressed
Did not apply to me at all,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Stressed
Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Stressed
Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Not Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me very much,Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Stressed
Applied to me very much,Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Not Stressed
Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Not Stressed
Applied to me to some degree,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Stressed
Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me very much,Stressed
Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Stressed
Applied to me to some degree,Applied to me very much,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me very much,Applied to me very much,Stressed
Applied to me to some degree,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me very much,Stressed
Applied to me to some degree,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Stressed
Did not apply to me at all,Did not apply to me at all,Applied to me very much,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Stressed
Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Stressed
Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Stressed
Applied to me very much,Applied to me to some degree,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Stressed
Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Not Stressed
Applied to me very much,Did not apply to me at all,Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Stressed
Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Did not apply to me at all,Did not apply to me at all,Applied to me a considerable degree,Not Stressed
Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Stressed
Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Stressed
Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Applied to me to some degree,Not Stressed
Applied to me to some degree,Applied to me very much,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Stressed
Applied to me very much,Applied to me to some degree,Applied to me very much,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Stressed
Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me very much,Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Stressed
Applied to me to some degree,Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Not Stressed
Applied to me to some degree,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Stressed
Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Did not apply to me at all,Applied to me a considerable degree,Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Stressed
Applied to me very much,Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me to some degree,Applied to me very much,Applied to me to some degree,Stressed
Applied to me to some degree,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Stressed
Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Stressed
Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Stressed
Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Not Stressed
Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Stressed
Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me very much,Stressed
Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Stressed
Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Applied to me very much,Did not apply to me at all,Not Stressed
Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Stressed
Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Did not apply to me at all,Not Stressed
Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Applied to me very much,Not Stressed
Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Stressed
Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Stressed
Did not apply to me at all,Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Stressed
Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me very much,Applied to me to some degree,Stressed
Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Stressed
Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Applied to me very much,Did not apply to me at all,Stressed
Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Did not apply to me at all,Not Stressed
Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Stressed
Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Not Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me very much,Stressed
Did not apply to me at all,Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Not Stressed
Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me very much,Applied to me a considerable degree,Stressed
Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me to some degree,Stressed
Applied to me a considerable degree,Applied to me to some degree,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me to some degree,Stressed
Applied to me to some degree,Did not apply to me at all,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Not Stressed
Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Applied to me a considerable degree,Stressed
Applied to me very much,Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Not Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Stressed
Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Stressed
Applied to me very much,Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Stressed
Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Stressed
Applied to me a considerable degree,Applied to me to some degree,Applied to me a considerable degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Applied to me to some degree,Stressed
Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Stressed
Did not apply to me at all,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Not Stressed
Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Stressed
Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Applied to me very much,Applied to me very much,Stressed
Did not apply to me at all,Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Not Stressed
Applied to me very much,Did not apply to me at all,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Not Stressed
Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Applied to me to some degree,Applied to me to some degree,Applied to me a considerable degree,Not Stressed
Applied to me to some degree,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Did not apply to me at all,Did not apply to me at all,Applied to me very much,Not Stressed
Applied to me very much,Applied to me very much,Applied to me to some degree,Applied to me very much,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Stressed
Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me very much,Applied to me very much,Applied to me very much,Stressed
Applied to me to some degree,Applied to me very much,Applied to me a considerable degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me to some degree,Applied to me to some degree,Stressed
Applied to me very much,Did not apply to me at all,Applied to me very much,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Applied to me very much,Stressed
Applied to me to some degree,Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
Applied to me a considerable degree,Applied to me to some degree,Did not apply to me at all,Applied to me to some degree,Did not apply to me at all,Applied to me a considerable degree,Applied to me very much,Stressed
Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me very much,Applied to me to some degree,Applied to me very much,Did not apply to me at all,Stressed
Did not apply to me at all,Did not apply to me at all,Applied to me very much,Applied to me very much,Applied to me a considerable degree,Applied to me very much,Applied to me a considerable degree,Stressed
Applied to me a considerable degree,Applied to me very much,Applied to me very much,Applied to me to some degree,Applied to me a considerable degree,Did not apply to me at all,Applied to me very much,Stressed
Did not apply to me at all,Applied to me a considerable degree,Did not apply to me at all,Applied to me to some degree,Applied to me very much,Did not apply to me at all,Applied to me to some degree,Not Stressed
Applied to me very much,Did not apply to me at all,Applied to me very much,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Applied to me a considerable degree,Stressed
